Paladin,Oath of Treachery,treachery,,,Tenets of Treachery:A paladin who embraces the Oath of Treachery owes allegiance to no one. There are no tenets of this oath$ for it lacks any substance. Those who are unfortunate enough to have close contact with blackguards have observed that a blackguard's overwhelming concern is power and safety$ especially if both can be obtained at the expense of others.;Oath Spells:You gain the spells <i>charm person</i> and <i>expeditious retreat</i>.;Channel Divinity - Conjure Duplicate:As an action$ you create a visual illusion of yourself that lasts for 1 minute$ or until you lose your concentration (as if you were concentrating on a spell). The illusion appears in an unoccupied space of your choice that you can see within 30 feet of you. The illusion looks exactly like you; it is silent; it is your size$ is insubstantial$ and doesn't occupy its space; and it is unaffected by attacks and damage. As a bonus action on your turn$ you can move the illusion up to 30 feet to a space you can see$ but the illusion must remain within 120 feet of you.<>For the duration$ you can cast spells as though you were in the illusion's space$ but you must use your own senses. Additionally$ when both you and your illusion are within 5 feet of a creature that can see the illusion$ you have advantage on attack rolls against that creature$ given how uncanny the illusion is.;Channel Divinity - Poison Strike:You can use your Channel Divinity to make a weapon deadlier. As a bonus action$ you touch one weapon or piece of ammunition and conjure a special poison on it. The poison lasts for 1 minute. The next time you hit a target with an attack using that weapon or ammunition$ the target takes poison damage immediately after the attack. The poison damage equals 2d10 + your paladin level$ or 20 + your paladin level if you had advantage on the attack roll.,,Oath Spells:You gain the spells <i>invisibility</i> and <i>mirror image</i>.,,Aura of Treachery:Starting at 7th level$ you emanate an aura of discord$ which gives you the following benefits.<><b>Cull the Herd.</b> You have advantage on melee attack rolls against any creature that has one or more of its allies within 5 feet of it.<><b>Treacherous Strike.</b> If a creature within 5 feet of you misses you with a melee attack$ you can use your reaction to force the attacker to reroll that attack against a creature of your choice that is also within 5 feet of the attacker. The ability fails and is wasted if the attacker is immune to being charmed. You can use this ability three times$ and regain expended uses of it when you finish a short or long rest.,,Oath Spells:You gain the spells <i>gaseous form</i> and <i>haste</i>.,,,,Oath Spells:You gain the spells <i>confusion</i> and <i>greater invisibility</i>.,,Blackguard's Escape:At 15th level$ you have the ability to slip away from your foes. Immediately after you are hit by an attack$ you can use your reaction to turn invisible and teleport up to 60 feet to a spot you can see. You remain invisible until the end of your next turn or until you attack$ deal damage$ or force a creature to make a saving throw. Once you use this feature$ you must finish a short or long rest before you can use it again.,,Oath Spells:You gain the spells <i>dominate person</i> and <i>passwall</i>.,,,Icon of Deceit:At 20th level$ you gain the ability to emanate feelings of treachery. As an action$ you can magically become an avatar of deceit$ gaining the following benefits for 1 minute~<ul><li>You are invisible.</li><li>If a creature damages you on its turn$ it must succeed on a Wisdom saving throw (DC equal to your spell save DC) or you control its next action$ provided that you aren't incapacitated when it takes the action. A creature automatically succeeds on the save if the creature is immune to being charmed.</li><li>If you have advantage on an attack roll$ you gain a bonus to its damage roll equal to your paladin level.</li></ul>Once you use this feature$ you can't use it again until you finish a long rest.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paladin,Oath of Vengeance,vengeance,,,Tenets of Vengeance:The tenets of the Oath of Vengeance vary by paladin$ but all the tenets revolve around punishing wrongdoers by any means necessary. Paladins who uphold these tenets are willing to sacrifice even their own righteousness to mete out justice upon those who do evil$ so the paladins are often neutral or lawful neutral in al  ignment. The core principles of the tenets are brutally simple.<><b>Fight the Greater Evil.</b> Faced with a choice of fighting my sworn foes or combating a lesser evil$ I choose the greater evil.<><b>No  Mercy for the  Wicked.</b> Ordinary foes might win my mercy$ but my sworn enemies do not.<><b>By Any Means Necessary.</b> My qualms can't get in the way of exterminating my foes.<><b>Restitution.</b> If my foes wreak ruin on the world$ it is because I failed to stop them. I must help those harmed by their misdeeds.;Oath Spells:You gain the spells <i>bane</i> and <i>hunter's mark</i>;Channel Divinity - Abjure Enemy:As an action$ you present your holy symbol and speak a prayer of denunciation$ using your Channel Divinity. Choose one creature within 60 feet of you that you can see. That creature must make a Wisdom saving throw$ unless it is immune to being frightened. Fiends and undead have disadvantage on this saving throw.<>On a failed save$  the creature is frightened for 1 minute or until it takes any damage. While frightened$ the creature's speed is 0$ and it can't benefit from any bonus to its speed.<>On a successful save$ the creature's speed is halved for 1 minute or until the creature takes any damage.;Vow of Enmity:As a bonus action$ you can utter a vow of enmity against a creature you can see within 10 feet of you$ using your Channel Divinity. You gain advantage on attack rolls against the creature for 1 minute or until it drops to 0 hit points or falls unconscious.,,Oath Spells:You gain the spells <i>hold person</i> and <i>misty step</i>,,Relentless Avenger:By 7th level$ your supernatural focus helps you close off a foe's retreat. When you hit a creature with an opportunity attack$ you can move up to half your speed immediately after the attack and as part of the same reaction. This movement doesn't provoke opportunity attacks.,,Oath Spells:You gain the spells <i>haste</i> and <i>protection from energy</i>,,,,Oath Spells:You gain the spells <i>banishment</i> and <i>dimension door</i>,,Soul of Vengeance:Starting at 15th level$ the authority with which you speak your Vow of Enmity gives you greater power over your foe. When a creature under the effect of your Vow of Enmity makes an attack$ you can use your reaction to make a melee weapon attack against that creature if it is within range.,,Oath Spells:You gain the spells <i>hold monster</i> and <i>scrying</i>,,,Avenging Angel:At 20th level$ you can assume the form of an angelic avenger. Using your action$ you undergo a transformation. For 1 hour$ you gain the following benefits.<>- Wings sprout from your back and grant you a flyingspeed of 60 feet.<>- You emanate an aura of menace in a 30-foot radius.The first time any enemy creature enters the aura orstarts its turn there during a battle$ the creature mustsucceed on a Wisdom saving throw or become frightened of you for 1 minute or until it takes any damage. Attack rolls against the frightened creature haveadvantage. <>Once you use this feature$ you can't use it again untilyou finish a long rest. ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paladin,Oath of the Watcher (UA),watcher,,,Tenets of the Watchers:A paladin who assumes the Oath of the Watchers swears to safeguard the mortal realm from otherwordly threats.<><b>Vigilance.</b> The threats you face are cunning$ powerful$ and subversive. Be ever alert for their corruption.<><b>Loyalty.</b> Never accept gifts or favors from fiends or those who truck with them. Stay true to your order$ your comrades$ and your duty.<><b>Discipline.</b> You are the shield against the endless terrors that lie beyond the stars. Your blade must be forever sharp and your mind keen to survive what lies beyond.;Oath Spells:You gain the spells <i>alarm</i> and <i>chromatic orb</i>.;Channel Divinity - Adbjure the Extraplanar:You can use your Channel Divinity to castigate unwordly beings. As an action$ you present your holy symbol and each elemental$ fey$ fiend$ or aberration within 30 feet of you that can hear you must make a Wisdom saving throw. On a failed save$ the creature is turned for 1 minute or until it takes damage.<>A turned creature must spend its turns trying to move as far away from you as it can$ and it can't willingly move to a space within 30 feet of you. For its action$ it can use only the Dash action or try to escape from an effect that prevents it from moving. If there's nowhere to move$ the creature can use the Dodge action.;Channel Divinity - Aura of the Sentinel:You can use your Channel Divinity to invest your presence with the warding power of your faith. As an action$ you can choose a number of creatures you can see within 30 feet of you$ up to a number equal to your Charisma modifier (minimum of one creature). For 1 minute$ all the chosen creatures have advantage on Intelligence$ Wisdom$ and Charisma saving throws.,,Oath Spells:You gain the spells <i>augury</i> and <i>moonbeam</i>.,,Aura of the Sentinel:You emit an aura of alertness while you aren't incapacitated. When you and any creature of your choice within 10 feet of you rolls initiative$ you each gain a bonus to initiative equal to your Charisma modifier (minimum of +1).<>At 18th level$ the range of this aura increases to 30 feet.,,Oath Spells:You gain the spells <i>counterspell</i> and <i>nondetection</i>.,,,,Oath Spells:You gain the spells <i>aura of purity</i> and <i>banishment</i>.,,Vigilant Rebuke:At 15th level$ you've learned how to magically chastise anyone who dares cast unwanted spells at you and your wards. Whenever you or a creature you can see within 30 feet of you succeeds on a saving throw against a spell$ you can use your reaction to deal 2d8 + your Charisma modifier force damage to the spellcaster.,,Oath Spells:You gain the spells <i>hallow</i> and <i>hold monster</i>.,,,Mortal Bulwark:You manifest a spark of your diety's power in defense of your sacred oath. As a bonus action$ you gain the following benefits for 1 minute~<ul><li>You gain truesight in a 120-foot radius.</li><li>You have advantage on attack rolls against elementals$ fey$ fiends$ and aberrations.</li><li>When you hit a creature with an attack and deal damage to it$ you can also force it to make a Charisma saving throw. On a failed save$ the creature is magically banished to its native plane of existence if it's currently not there. On a successful save$ the creature can't be banished by this feature for 24 hours.</li></ul>Once you use this bonus action$ you can't use it again until you finish a long rest.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paladin,Oathbreaker,oathbreaker,,,Oath Spells:You gain the spells <i>hellish rebuke</i> and <i>inflict wounds</i>.;Channel Divinity - Control Undead:As an action$ you target one undead creature you can see within 30 feet of you. The target must make a Wisdom saving throw. On a failed save$ the target must obey your commands for the next 24 hours$ or until you use this Channel Divinity option again. An undead whose challenge rating is equal to or greater than your paladin level is immune to this effect.;Channel Divinity - Dreadful Aspect:As an action$ you channel the darkest emotions and focus them into a burst of magical menace. Each creature of your choice within 30 feet of you must make a Wisdom saving throw if it can see you. On a failed save$ the target is frightened of you for 1 minute. If a creature frightened by this effect ends its turn more than 30 feet away from you$ it can attempt another Wisdom saving throw to end the effect on it.,,Oath Spells:You gain the spells <i>crown of madness</i> and <i>darkness</i>.,,Aura of Hate:Starting at 7th level you$ as well any fiends and undead within 10 feet of you$ gain a bonus to melee weapon damage rolls equal to your Charisma modifier (minimum of +1). A creature can benefit from this feature from only one paladin at a time.<>At 18th level$ the range of this aura increases to 30 feet.,,Oath Spells:You gain the spells <i>animate dead</i> and <i>bestow curse</i>.,,,,Oath Spells:You gain the spells <i>blight</i> and <i>confusion</i>.,,Supernatural Resistance:At 15th level$ you gain resistance to bludgeoning$ piercing$ and slashing damage from nonmagical weapons.,,Oath Spells:You gain the spells <i>contagion</i> and <i>dominate person</i>.,,,Dread Lord:At 20th level$ you can$ as an action$ surround yourself with an aura of gloom that lasts for 1 minute. The aura reduces any bright light in a 30-foot radius around you to dim light. Whenever an enemy that is frightened by you starts its turn in the aura$ it takes 4d10 psychic damage. Additionally$ you and any creatures of your choosing in the aura are draped in deeper shadow. Creatures that rely on sight have disadvantage on attack rolls against creatures draped in this shadow.<>While the aura lasts$ you can use a bonus action on your turn to cause the shadows in the aura to attack one creature. Make a melee spell attack against the target. If the attack hits$ the target takes necrotic damage equal to 3d10 + your Charisma modifier.<>After activating the aura$ you can't do so again until you finish a long rest.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger,Beast Master,beast master,,,Ranger's Companion:At 3rd level$ you gain a beast companion that accompanies you on your adventures and is trained to fight alongside you. Choose a beast that is no larger than Medium and that has a challenge rating of 1/4 or lower. Add your proficiency bonus to the beast's AC$ attack rolls$ and damage rolls$ as well as to any saving throws and skills it is  proficient in. Its hit point maximum equals the hit point number in its stat block or four times your ranger level$ whichever is higher. Like any creature$ it can spend Hit Dice during a short rest to regain hit points.<>The beast obeys your commands as best as it   can. It takes its turn on your initiative. On your turn$ you can verbally command the beast where to move (no action required by you). You can use your action to verbally command it to  take the Attack$ Dash$ Disengage$ or Help action. Once you have the Extra Attack feature$ you can make one weapon attack yourself when you command the beast to take the Attack action. If you don't issue a command$ the beast takes the Dodge action.<>If you are incapacitated or absent$ the beast acts on its own$ focusing on protecting you and itself. The beast never requires your command to use its reaction$ such as when making an opportunity attack.<>While traveling through your favored terrain with only the beast$ you can move stealthily at a normal pace.<>If the beast dies$ you can obtain a new companion by spending 8 hours magically bonding with a beast that isn't hostile to you and that meets the requirements.,,,,Exceptional Training:Beginning at 7th level$ on any of your turns when your beast companion doesn't attack$ you can use a bonus action to command the beast to take the Dash$ Disengage$ Dodge$ or Help action on its turn.<>In addition$ the beast's attacks now count as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.,,,,Bestial Fury:Starting at 11th level$ when you command your beast companion to take the Attack action$ the beast can make two attacks$ or it can take the Multiattack action if it has that action.,,,,Share Spells:Beginning at 15th level$ when you cast a spell targeting yourself$ you can also affect your beast companion with the spell if the beast is within 30 feet of you.,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger,Deep Stalker,deep stalker,,,Underdark Scout:At 3rd level$ you master the art of the ambush. On your first turn during combat$ you gain a +10 bonus to your speed$ and if you use the Attack action$ you can make one additional attack.<br>You are also adept at evading creatures that rely on darkvision. Such creatures gain no benefit when attempting to detect you in dark and dim conditions. Additionally$ when the DM determines if you can hide from a creature$ that creature gains no benefit from its darkvision.;Deep Stalker Magic:At 3rd level$you gain darkvision out to a range of 90 feet. If you already have darkvision$ you increase its range by 30 feet. You also gain access to additional spells at 3rd$ 5th$ 9th$ 13th$ and 15th level. Once you gain a deep stalker spell$ it counts as a ranger spell for you but doesn’t count against the number of ranger spells you know.<br>At 3rd level$ you know the spell <i>diguise self</i>.,,Extra Attack:Beginning at 5th level$ you can attack twice$ instead of once$ whenever you take the Attack action on your turn.;Deep Stalker Spell:You know the spell <i>rope trick</i>.,,Iron Mind:At 7th level$ you gain proficiency in Wisdom saving throws.,,Deep Stalker Spell:At 9th level$ you know the spell <i>glyph of warding</i>.,,Stalker’s Fury:Starting at 11th level$ once on each of your turns when you miss with an attack$ you can make another attack.,,Deep Stalker Magic:At 13th level$ you know the spell <i>greater invisibility</i>.,,Stalker’s Dodge:At 15th level$ whenever a creature attacks you and does not have advantage$ you can use your reaction to impose disadvantage on the creature’s attack roll against you. You can use this feature before or after the attack roll is made$ but it must be used before the outcome of the roll is determined.,,,Deep Stalker Spell:At 17th level$ you know the spell <i>seeming</i>.,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger,Fey Wanderer (UA),fey wanderer,,,Feywild Gift:Fey Wanderers possess a preternatural blessing from a fey ally or a place of fey power. Choose your blessing from the below list or determine it randomly by rolling a d6.<ol><li>Illusory butterflies flutter around you while you take a short or long rest</li><li>Fresh$ seasonal flowers sprout from your hair each dawn.</li><li>You faintly smell of cinnamon$ lavender$ nutmeg$ or another comforting herb or spice.</li><li>Your shadow dances while no one is looking directly at it.</li><li>Delicate horns or antlers sprout from your head.</li><li>Your skin and hair change color to match the season at each dawn.</li></ol>;Cunning Will:At 3rd level$ your experience with the fey has guarded your mind and sharpened your tongue. You have advantage on saving throws against being charmed or frightened.<>In addition$ you gain proficiency in one of the following skills of your choice: Deception$ Performance$ or Persuasion.;Dreadful Strikes:At 3rd level$ you augment your attacks with mind-scarring magic$ drawn from the gloomy hollows of the unseelie fey. You gain a bonus action that you can use to imbue the weapon$ or weapons$ you're currently holding with magic. Until the end of the turn$ the weapons are magical$ and they deal an extra 1d6 psychic damage on a hit. A creature can take this extra damage only once per turn.<>When you engage in two-weapon fighting$ you can imbue your weapons as part of the same bonus action you use to make the attack.;Fey Wanderer Magic:You learn an additional spell when you reach certain levels in this class. The spell counts as a ranger spell for you$ but it doesn't count against the number of ranger spells you know.<>At third level$ you gain the spell <i>charm person</i>.,,Fey Wanderer Spell:You gain the spell <i>misty step</i>.,,,,Fey Wanderer Spell:You gain the spell <i>dispel magic</i>.;Blessings of the Courts:At 7th level$ you have learned eerie techniques from both the Gloaming Court and the Summer Court of the Feywild. Once during each of your turns$ when you hit a creature with a weapon attack$ you can expend a spell slot to deal extra psychic damage. The extra damage is 3d6 psychic damage and the creature must succeed on a Wisdom saving throw against your spell save DC or be frightened of you until the end of your next turn.<>In addition$ whenever you make a Charisma check$ you gain a bonus to the check equal to your Wisdom modifier.,,Beguiling Twist:At 11th level$ you learn how to manipulate mind-altering magic$ channeling it from your allies toward others. Whenever a creature you can see within 120 feet of you succeeds on a saving throw against being charmed or frightened$ you can use your reaction to force a different creature you can see within 120 feet of you to succeed on a Wisdom saving throw against your spell save DC or suffer your choice of one of the following effects~<ul><li>The creature is charmed or frightened by you (your choice) for 1 minute. The creature can repeat the saving throw at the end of each of its turns$ ending the effect on itself on a successful save.</li><li>The creature takes 3d10 psychic damage.</li></ul>,,Fey Wanderer Spell:You gain the spell <i>banishment</i>.,,Misty Presence:At 15th level$ you can magically remove yourself from one creature's perception: you gain a bonus action that you can use to force a creature you can see within 30 feet of you to make a Wisdom saving throw against your spell save DC. On a failed save$ the target can't see or hear you for 24 hours. The target can repeat the saving throw at the end of any turn during which you hit it with an attack roll$ forced it to make a saving throw$ or dealt damage to it. The effect ends early if you use this bonus action again. On a successful save$ the target is immune to this feature for 7 days.<>Once you've used this bonus action$ you can't use it again until you finish a long rest or until you expend a spell slot of 4th level or higher to use it again.,,Fey Wanderer Spell:You gain the spell <i>mislead</i>.,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger,Gloom Stalker ,gloom stalker,,,Dread Ambusher:At 3rd level$ you master the art of the ambush. You can give yourself a bonus to your initiative rolls equal to your Wisdom modifier.<>At the start of your first turn of each combat$ your walking speed increases by 10 feet$ which lasts until the end of that turn. If you take the Attack action on that turn$ you can make one additional weapon attack as part of that action. If that attack hits$ the target takes an extra 1d8 damage of the weapon's damage type.;Umbral Sight:At 3rd level$ you gain darkvision out to a range of 60 feet. If you already have darkvision from your race$ its range increases by 30 feet.<>You are also adept at evading creatures that rely on darkvision. While in darkness$ you are invisible to any creature that relies on darkvision to see you in that darkness.;Gloom Stalker Magic:Starting at 3rd level$ you learn an additional spell when you reach certain levels in this class. The spell counts as a ranger spell for you$ but it doesn't count against the number of ranger spells you know.<>At third level$ you gain the spell <i>disguise self</i>.,,Gloom Stalker Spell:You gain the spell <i>rope trick</i>.;Extra Attack:Beginning at 5th level$ you can attack twice$ instead of once$ whenever you take the Attack action on your turn.,,Iron Mind:By 7th level$ you have honed your ability to resist the mind-altering powers of your prey. You gain proficiency in Wisdom saving throws. If you already have this proficiency$ you instead gain proficiency in Intelligence or Charisma saving throws (your choice).,,Gloom Stalker Spell:You gain the spell <i>fear</i>.,,Stalker's Fury:At 11th level$ you learn to attack with such unexpected speed that you can turn a miss into another strike. Once on each of your turns when you miss with a weapon attack$ you can make another weapon attack as part of the same action.,,Gloom Stalker Spell:You gain the spell <i>greater invisibility</i>.,,Shadowy Dodge:Starting at 15th level$ you can dodge in unforeseen ways$ with wisps of supernatural shadow around you. Whenever a creature makes an attack roll against you and doesn't have advantage on the roll$ you can use your reaction to impose disadvantage on it. You must use this feature before you know the outcome of the attack roll.,,Gloom Stalker Spell:You gain the spell <i>seeming</i>.,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger,Horizon Walker,horizon walker,,,Detect Portal:At 3rd level$ you gain the ability to magically sense the presence of a planar portal. As an action$ you detect the distance and direction to the closest planar portal within 1 mile of you.<>Once you use this feature$ you can't use it again until you finish a short or long rest.<>See the 'Planar Travel' section in chapter 2 of the Dungeon Master's Guide for examples of planar portals.;Planar Warrior:At 3rd level$ you learn to draw on the energy of the multiverse to augment your attacks.<>As a bonus action$ choose one creature you can see within 30 feet of you. The next time you hit that creature on this turn with a weapon attack$ all damage dealt by the attack becomes force damage$ and the creature takes an extra 1d8 force damage from the attack. When you reach 11th level in this class$ the extra damage increases to 2d8.;Horizon Walker Magic:Starting at 3rd level$ you learn an additional spell when you reach certain levels in this class$ as shown in the Horizon Walker Spells table. The spell counts as a ranger spell for you$ but it doesn't count against the number of ranger spells you know.<>At third level$ you gain the spell <i>protection from evil and good</i>.,,Horizon Walker Spell:You gain the spell <i>misty step</i>.,,Ethereal Step:At 7th level$ you learn to step through the Ethereal Plane. As a bonus action on your turn$ you can cast the Etherealness spell with this feature$ without expending a spell slot$ but the spell ends at the end of the current turn.<>Once you use this feature$ you can't use it again until you finish a short or long rest.,,Horizon Walker Spell:You gain the spell <i>haste</i>.,,Distant Strike:At 11th level$ you gain the ability to pass between the planes in a blink of an eye. When you use the Attack action$ you can teleport up to 10 feet before each attack to an unoccupied space you can see.<>If you attack at least two different creatures with the action$ you can make one additional attack with it against a third creature.,,Horizon Walker Spell:You gain the spell <i>banishment</i>.,,Spectral Defense:At 15th level$ your ability to move between planes enables you to slip through the planar boundaries to lessen the harm done to you during battle. When you take damage from an attack$ you can use your reaction to give yourself resistance to all of that attack's damage on this turn.,,Horizon Walker Spell:You gain the spell <i>teleportation circle</i>.,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger,Hunter,hunter,,,Hunter's Prey:At 3rd level$ you gain one of the following features of your choice.<><b>Colossus Slayer.</b> Your tenacity can wear down the most potent foes. When you hit a creature with a weapon attack$ the creature takes an extra 1d8 damage if it's below its hit point maximum. You can deal this extra damage only once per turn.<><b>Giant Killer.</b> When a Large or larger creature within 5 feet of you hits or misses you with an attack$ you can use your reaction to attack that creature immediately after its attack$ provided that you can see the creature.<><b>Horde Breaker.</b> Once on each of your turns when you make a weapon attack$ you can make another attack with the same weapon against a different creature that is within 5 feet of the original target and within range of your weapon. ,,,,Defensive Tactics:At 7th level$ you gain one of the following features of your choice.<><b>Escape the Horde.</b> Opportunity attacks against you are made with disadvantage.<><b>Multiattack Defense.</b> When a creature hits you with an attack$ you gain a +4 bonus to AC against all subsequent attacks made by that creature for the rest of the turn.<><b>Steel Will.</b> You have advantage on saving throws against being frightened. ,,,,Multiattack:At 11th level$ you gain one of the following features of your choice.<><b>Volley.</b> You can use your action to make a ranged attack against any number of creatures within 10 feet of a point you can see within your weapon's range. You must have ammunition for each target$ as normal$ and you make a separate attack roll for each target.<><b>Whirlwind Attack.</b> You can use your action to make a melee attack against any number of creatures within 5 feet of you$ with a separate attack roll for each target.,,,,Superior Hunter's Defense:At 15th level$ you gain one of the following features of your choice.<><b>Evasion.</b> When you are subjected to an effect$ such as a red dragon's fiery breath or a lightning bolt spell$ that allows you to make a Dexterity saving throw to take only half damage$ you instead take no damage if you succeed on the saving throw$ and only half damage if you fail.<><b>Stand Against the Tide.</b> When a hostile creature misses you with a melee attack$ you can use your reaction to force that creature to repeat the same attack against another creature (other than itself) of your choice.<><b>Uncanny Dodge.</b> When an attacker that you can see hits you with an attack$ you can use your reaction to halve the attack's damage against you.,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
